"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"AT3G03920",1.40715801728149e-21,-1.52665517916346,0.015,0.18,2.51205849245091e-17,"0","AT3G03920"
"SAM-2",1.55065292420644e-21,-0.632621104622998,0.033,0.218,2.76822560029334e-17,"0","SAM-2"
"RPS5B",1.74883708081355e-21,-0.667726543884865,0.029,0.21,3.12202395666835e-17,"0","RPS5B"
"HSP17.6II",1.81259564061303e-21,-0.233517424950829,0.182,0.508,3.23584573762239e-17,"0","HSP17.6II"
"PDE345",1.96839598676024e-21,-2.15688239501271,0.009,0.163,3.51398051556438e-17,"0","PDE345"
"AT2G19740",1.98572223799283e-21,-2.21588901719517,0.009,0.163,3.5449113392648e-17,"0","AT2G19740"
"AT1G57720",2.05440361502635e-21,-0.834931350008501,0.024,0.198,3.66752133354505e-17,"0","AT1G57720"
"AT4G32470",2.10071168987378e-21,-1.67887162338509,0.014,0.175,3.75019050876267e-17,"0","AT4G32470"
"UBC28",2.47628688409903e-21,-0.638731716535811,0.039,0.231,4.42066734549358e-17,"0","UBC28"
"MBF1A",2.54941116914095e-21,-0.594399608301856,0.022,0.194,4.55120881915042e-17,"0","MBF1A"
"AT3G53890",2.57085374092473e-21,-0.65033213702408,0.026,0.202,4.58948809829882e-17,"0","AT3G53890"
"AT2G36170",2.65936580147727e-21,-1.03038241017191,0.021,0.19,4.74749982879722e-17,"0","AT2G36170"
"CAM1",2.8926931512665e-21,-0.608593199017322,0.036,0.223,5.16403581364096e-17,"0","CAM1"
"RPL23AB",3.06365775923483e-21,-0.73354288609876,0.024,0.197,5.46924183178603e-17,"0","RPL23AB"
"ARFA1D",3.06761872097916e-21,-1.75623589296602,0.014,0.174,5.47631294069199e-17,"0","ARFA1D"
"PRXR1",3.24034846148205e-21,-1.02139163708046,0.022,0.193,5.78467007343775e-17,"0","PRXR1"
"CNX1",3.25549029742443e-21,-0.415801717146059,0.043,0.237,5.81170127896209e-17,"0","CNX1"
"AT3G55750",3.56843218001816e-21,-0.503695598325332,0.036,0.223,6.37036512776842e-17,"0","AT3G55750"
"HD2B",3.64773501936923e-21,-0.877673473078263,0.026,0.201,6.51193655657795e-17,"0","HD2B"
"AT1G09590",4.9706683640604e-21,-0.682505410046345,0.026,0.2,8.87363716352063e-17,"0","AT1G09590"
"EMB3010",5.34231923111223e-21,-0.832790157869586,0.031,0.21,9.53710829138156e-17,"0","EMB3010"
"AT1G31910",5.81375649553575e-21,-0.657003192897024,0.017,0.18,1.03787180958304e-16,"0","AT1G31910"
"mMDH1",6.65035803543699e-21,-1.02029046073303,0.022,0.191,1.18722191648621e-16,"0","mMDH1"
"AT3G11120",6.90927706801921e-21,-0.59272266241323,0.038,0.224,1.23344414218279e-16,"0","AT3G11120"
"AT4G24820",7.00234180686085e-21,-0.90091532741536,0.029,0.206,1.2500580593608e-16,"0","AT4G24820"
"GASA4",7.20062527708915e-21,-0.476255180979827,0.08,0.309,1.28545562446596e-16,"0","GASA4"
"ARF1A1C",8.54920906880577e-21,-0.56208546637809,0.048,0.245,1.52620480296321e-16,"0","ARF1A1C"
"BGLU21",9.25063330286032e-21,-10.5418885090634,0,0.137,1.65142305722663e-16,"0","BGLU21"
"VHA-C3",1.13517889467025e-20,-1.31927511733023,0.017,0.178,2.02652136276534e-16,"0","VHA-C3"
"AT3G53430",1.28855708484313e-20,-0.37035383348033,0.051,0.251,2.30033210786196e-16,"0","AT3G53430"
"AT1G70770",1.29462196008448e-20,-1.87952479643775,0.009,0.158,2.31115912314281e-16,"0","AT1G70770"
"NDPK3",1.36188240226463e-20,-0.730937853590301,0.033,0.211,2.43123246452282e-16,"0","NDPK3"
"AGP15",1.79236135575985e-20,-1.39355454050066,0.022,0.188,3.19972349230248e-16,"0","AGP15"
"AT3G11830",1.94304314228411e-20,-0.798263668561849,0.015,0.173,3.46872061760559e-16,"0","AT3G11830"
"RBP47B",1.9967172436158e-20,-1.77371274440853,0.007,0.152,3.56453962330293e-16,"0","RBP47B"
"GLN1.3",2.03068942768059e-20,-2.76558407036999,0.005,0.148,3.62518676629539e-16,"0","GLN1.3"
"UNE5",2.10055566889105e-20,-0.417734106141813,0.053,0.252,3.74991198010431e-16,"0","UNE5"
"PGY2",2.51014540453631e-20,-0.354411463858781,0.039,0.224,4.48111157617823e-16,"0","PGY2"
"AT5G04800",2.89023226685897e-20,-0.991566518042352,0.019,0.179,5.15964264279663e-16,"0","AT5G04800"
"BTI1",3.58939052052008e-20,-1.92368877140661,0.01,0.159,6.40777995723245e-16,"0","BTI1"
"GRP2",3.69917853615088e-20,-0.421800464067509,0.027,0.197,6.60377352273656e-16,"0","GRP2"
"Hsp89.1",3.74033938784005e-20,-0.465858202241176,0.021,0.182,6.67725387517206e-16,"0","Hsp89.1"
"AT5G13430",3.77042755292749e-20,-1.43122539913473,0.01,0.159,6.73096726748616e-16,"0","AT5G13430"
"AT4G14320",3.80403053844513e-20,-0.533333943675264,0.024,0.19,6.79095531723224e-16,"0","AT4G14320"
"VHA-A",4.02203023630869e-20,-0.760207692790091,0.033,0.208,7.18012837785827e-16,"0","VHA-A"
"BIP2",4.32087899585305e-20,-0.675024767250703,0.041,0.225,7.71363318339686e-16,"0","BIP2"
"RHM1",4.95906026199468e-20,-1.68596379707928,0.015,0.17,8.8529143797129e-16,"0","RHM1"
"AT2G19750",5.14867139342919e-20,-1.06675614433565,0.021,0.181,9.19140817154979e-16,"0","AT2G19750"
"AT5G20890",5.19158614374007e-20,-0.738552069313511,0.024,0.189,9.26801958380477e-16,"0","AT5G20890"
"AT5G05010",5.24209993095085e-20,-1.51504108643691,0.015,0.17,9.35819679673346e-16,"0","AT5G05010"
"AT5G52650",5.27899366942497e-20,-0.393272325276841,0.031,0.204,9.42405949865746e-16,"0","AT5G52650"
"AT4G00810",5.56104015389575e-20,-0.328621771974709,0.036,0.215,9.9275688827347e-16,"0","AT4G00810"
"PFN2",6.10089000379043e-20,-0.921130508786985,0.022,0.185,1.08913088347667e-15,"0","PFN2"
"AT1G26850",7.45419925013352e-20,-0.423887214644061,0.041,0.224,1.33072365013384e-15,"0","AT1G26850"
"FIB1",7.64594481911241e-20,-0.762400146700057,0.024,0.188,1.36495406910795e-15,"0","FIB1"
"RLK902.1",7.94304710894014e-20,-0.267229526154992,0.057,0.255,1.41799276988799e-15,"0","RLK902.1"
"AT2G23090",8.56097922464021e-20,-0.289119565265382,0.062,0.265,1.52830601118277e-15,"0","AT2G23090"
"AT2G43610",8.69669611432974e-20,-10.5936242711057,0,0.131,1.55253419033015e-15,"0","AT2G43610"
"AT1G72020",8.77785058629691e-20,-2.06532147526968,0.007,0.148,1.56702188666572e-15,"0","AT1G72020"
"SKS6",8.87176002352119e-20,-2.89576100524395,0.005,0.144,1.583786599399e-15,"0","SKS6"
"ANNAT1",8.98551476863866e-20,-4.6351609020974,0.002,0.135,1.60409409649737e-15,"0","ANNAT1"
"AT5G39570",1.07495287788184e-19,-0.747269233696447,0.033,0.205,1.91900587759466e-15,"0","AT5G39570"
"ACT2",1.2623828509721e-19,-0.969829058156475,0.031,0.201,2.2536058655554e-15,"0","ACT2"
"NTRA",1.26257013513599e-19,-2.36321853054983,0.007,0.147,2.25394020524477e-15,"0","NTRA"
"TRIP-1",1.47109092247784e-19,-1.39967412596628,0.012,0.159,2.62619151480744e-15,"0","TRIP-1"
"ARFA1E",1.5031787411656e-19,-0.638526191897234,0.027,0.193,2.68347468872883e-15,"0","ARFA1E"
"OEP16-3",1.54207248868655e-19,-0.621377503901651,0.027,0.193,2.75290780680322e-15,"0","OEP16-3"
"VDAC1",1.6091566260983e-19,-1.22994888892894,0.015,0.166,2.87266640891068e-15,"0","VDAC1"
"AT5G08680",1.64239812872503e-19,-1.19292424597403,0.015,0.166,2.93200913939993e-15,"0","AT5G08680"
"HMGB4",1.68183385818353e-19,-0.829017638676273,0.019,0.174,3.00240980362923e-15,"0","HMGB4"
"AT4G16660",1.8010425111877e-19,-0.31940575602067,0.034,0.207,3.21522109097228e-15,"0","AT4G16660"
"RPS18C",1.87374835742711e-19,-0.639068452532678,0.026,0.189,3.34501556767888e-15,"0","RPS18C"
"AT3G18190",1.87585028826603e-19,-1.85994699212401,0.007,0.146,3.34876793461252e-15,"0","AT3G18190"
"AT2G27730",2.07361369983506e-19,-1.07639448949539,0.017,0.17,3.70181517694555e-15,"0","AT2G27730"
"ATX1",2.41333210420407e-19,-0.600077265270855,0.029,0.195,4.3082804724251e-15,"0","ATX1"
"NOP56",2.64296559491545e-19,-1.83381443544357,0.007,0.145,4.71822218004306e-15,"0","NOP56"
"J3",2.74452133600548e-19,-0.407773292634105,0.034,0.206,4.89951948903698e-15,"0","J3"
"AGK2",2.78155115172261e-19,-3.76340853089561,0.002,0.132,4.96562511605519e-15,"0","AGK2"
"AT5G58110",2.89366521375383e-19,-0.242583789430945,0.057,0.251,5.16577113959334e-15,"0","AT5G58110"
"RPS15AD",3.17046698179506e-19,-0.84779732931291,0.021,0.176,5.65991765590054e-15,"0","RPS15AD"
"AT3G27240",3.38123728277357e-19,-1.00557950764581,0.015,0.164,6.03618479720738e-15,"0","AT3G27240"
"AT1G34030",3.63802266249008e-19,-1.41234617673421,0.014,0.16,6.49459805707728e-15,"0","AT1G34030"
"AT5G48570",3.6713679833162e-19,-0.115041750318232,0.094,0.324,6.55412612381607e-15,"0","AT5G48570"
"AT2G34300",3.9888918972766e-19,-3.41834839944504,0.003,0.135,7.12096981501819e-15,"0","AT2G34300"
"NRP1",4.1580699828969e-19,-1.12320383173431,0.017,0.167,7.42298653346754e-15,"0","NRP1"
"ACP3",4.50711668535044e-19,-0.807807025903599,0.012,0.156,8.0461047066876e-15,"0","ACP3"
"AT2G29500",5.19890415029805e-19,-0.352650036188984,0.046,0.229,9.28108368911207e-15,"0","AT2G29500"
"AT4G10450",5.22310451356681e-19,-2.00425290298253,0.009,0.147,9.32428617761947e-15,"0","AT4G10450"
"TOM40",5.50998050764933e-19,-2.09435513662201,0.007,0.143,9.83641720225559e-15,"0","TOM40"
"EIR1",5.5580794043306e-19,-10.0425892188069,0,0.126,9.92228335261099e-15,"0","EIR1"
"UBL5",5.80694043975477e-19,-0.651431065338039,0.031,0.196,1.03665500730502e-14,"0","UBL5"
"Hop3",6.36067670018964e-19,-0.422229585283612,0.027,0.189,1.13550800451785e-14,"0","Hop3"
"ATERDJ3B",7.00108375534358e-19,-0.799485236832028,0.026,0.185,1.24983347200394e-14,"0","ATERDJ3B"
"BAG7",7.06021124220823e-19,-1.08385454834084,0.015,0.162,1.26038891095901e-14,"0","BAG7"
"AT2G23120",7.37651346220921e-19,-0.24161868035957,0.057,0.248,1.31685518327359e-14,"0","AT2G23120"
"ALDH7B4",7.60539799526345e-19,-0.535405719730007,0.019,0.17,1.35771565011443e-14,"0","ALDH7B4"
"TRA2",8.04365079793297e-19,-9.99539450450379,0,0.124,1.43595254044699e-14,"0","TRA2"
"RHA2B",8.37999041509185e-19,-4.03148558006552,0.002,0.129,1.4959958889022e-14,"0","RHA2B"
"AT3G56880",8.45742394480745e-19,-3.14430557503771,0.002,0.129,1.50981932262703e-14,"0","AT3G56880"
"ABCF1",8.61674280300176e-19,-2.44092567903255,0.003,0.133,1.53826092519187e-14,"0","ABCF1"
"KIN2",8.74120676155357e-19,-0.126580865886028,0.055,0.245,1.56048023107254e-14,"0","KIN2"
"AT3G09440",9.06308662501798e-19,-0.763902797543058,0.024,0.18,1.61794222429821e-14,"0","AT3G09440"
"AT5G20500",9.54328392601672e-19,-0.521490980965576,0.024,0.18,1.7036670464725e-14,"0","AT5G20500"
"TUF",1.05980360754374e-18,-0.696724446579031,0.031,0.194,1.89196140018708e-14,"0","TUF"
"ATBFRUCT1",1.22020336433937e-18,-1.47005302431058,0.005,0.136,2.17830704601864e-14,"0","ATBFRUCT1"
"PIN1AT",1.26246232343312e-18,-0.499764084432575,0.024,0.179,2.25374773979281e-14,"0","PIN1AT"
"AT2G04390",1.30002264494942e-18,-0.731681007428663,0.017,0.164,2.32080042576371e-14,"0","AT2G04390"
"CAM7",1.4502604268764e-18,-1.20556582942524,0.015,0.16,2.58900491405975e-14,"0","CAM7"
"MTO3",1.46295056195835e-18,-0.324607733748872,0.041,0.215,2.61165934320804e-14,"0","MTO3"
"PDIL1-4",1.50863667973991e-18,-0.902859675431401,0.015,0.16,2.69321820067169e-14,"0","PDIL1-4"
"GRF2",1.52018586278493e-18,-0.848623017545493,0.019,0.167,2.71383580224366e-14,"0","GRF2"
"NAP1%3B1",1.61712236529169e-18,-2.71981315208237,0.007,0.139,2.88688684651873e-14,"0","NAP1%3B1"
"ERD10",1.63304377352132e-18,-2.01748420696565,0.007,0.139,2.91530974449027e-14,"0","ERD10"
"AT1G36060",1.6824062125404e-18,-10.362707652053,0,0.122,3.00343157062713e-14,"0","AT1G36060"
"FKBP53",1.72125531595529e-18,-1.05945063797795,0.014,0.156,3.07278499004338e-14,"0","FKBP53"
"AT1G14670",1.87176356402014e-18,-0.70726243774425,0.024,0.178,3.34147231448876e-14,"0","AT1G14670"
"MTHFR1",1.90389100317655e-18,-0.665036648127713,0.021,0.171,3.39882621887078e-14,"0","MTHFR1"
"ATP3",1.95842041140301e-18,-0.644450285587542,0.021,0.171,3.49617211843665e-14,"0","ATP3"
"AT1G69510",1.97181214633579e-18,-0.770247920100899,0.021,0.171,3.52007904363865e-14,"0","AT1G69510"
"GRF10",2.02372523380504e-18,-0.307707753718817,0.024,0.178,3.61275428738876e-14,"0","GRF10"
"AT2G32060",2.13660429132927e-18,-0.667670621412821,0.026,0.181,3.81426598088101e-14,"0","AT2G32060"
"AT5G20160",2.31703648926204e-18,-1.50858533093181,0.014,0.155,4.13637354063059e-14,"0","AT5G20160"
"AT5G22440",2.36012439951563e-18,-1.43654931648901,0.014,0.155,4.2132940780153e-14,"0","AT5G22440"
"TUB4",2.39113378160434e-18,-0.348223920588634,0.038,0.206,4.26865202692007e-14,"0","TUB4"
"CESA6",2.39682358112132e-18,-2.12644974931203,0.007,0.138,4.27880945701778e-14,"0","CESA6"
"UGP1",2.43092728213947e-18,-2.08469197928282,0.007,0.138,4.33969138407538e-14,"0","UGP1"
"AT5G62300",2.96893806510143e-18,-0.139671053969085,0.038,0.206,5.30014823381907e-14,"0","AT5G62300"
"AT5G20950",3.34552826965053e-18,-1.17663958151069,0.009,0.142,5.97243706698013e-14,"0","AT5G20950"
"RCI2B",3.5126733248192e-18,-9.88944412472069,0,0.12,6.27082441946724e-14,"0","RCI2B"
"ARF3",3.72005971673354e-18,-2.81162961067414,0.003,0.129,6.64105060631271e-14,"0","ARF3"
"RIP1",3.87073868936781e-18,-1.25211570345085,0.012,0.149,6.91004270825941e-14,"0","RIP1"
"MSD1",3.98772236771967e-18,-0.555955832287213,0.029,0.187,7.11888197085316e-14,"0","MSD1"
"UAP56a",3.99278383117252e-18,-0.513092041039322,0.021,0.168,7.12791769540918e-14,"0","UAP56a"
"CAM4",4.13851024989361e-18,-0.206181307852213,0.034,0.197,7.38806849811006e-14,"0","CAM4"
"AT1G20950",4.41376379491163e-18,-1.26031997822621,0.01,0.145,7.87945112667625e-14,"0","AT1G20950"
"AT5G08180",4.47304503853048e-18,-0.633417403168206,0.026,0.179,7.98528000278461e-14,"0","AT5G08180"
"AGP4",4.64532691317799e-18,-2.86019609378551,0.007,0.136,8.29283760540535e-14,"0","AGP4"
"CRT1a",5.88667240450398e-18,0.245815678684151,0.087,0.303,1.05088875765205e-13,"0","CRT1a"
"TCP-1",6.23524036861878e-18,-1.01723418441347,0.015,0.156,1.11311511060583e-13,"0","TCP-1"
"ACO1.1",6.27836369766868e-18,-1.39472189032603,0.01,0.144,1.12081348730781e-13,"0","ACO1.1"
"PLDALPHA1",6.48431649875623e-18,-0.521337640404877,0.031,0.189,1.15758018135796e-13,"0","PLDALPHA1"
"AT1G51980",6.66945571011804e-18,-1.87488715329206,0.009,0.139,1.19063123337027e-13,"0","AT1G51980"
"COR47",6.92135452582966e-18,-0.740088529012049,0.053,0.232,1.23560020995111e-13,"0","COR47"
"ADNT1",7.26284786330249e-18,-0.929613739052657,0.017,0.159,1.29656360055676e-13,"0","ADNT1"
"LHCB3",7.45214170399609e-18,1.85406368597072,0.375,0.231,1.33035633699738e-13,"0","LHCB3"
"AT3G07230",8.40105183308104e-18,-0.35410794972315,0.043,0.212,1.49975577324163e-13,"0","AT3G07230"
"ATMDAR2",8.9827748450534e-18,-1.19146702063116,0.01,0.143,1.60360496533893e-13,"0","ATMDAR2"
"ECT3",9.20006899039332e-18,-1.75309492762211,0.014,0.15,1.64239631616502e-13,"0","ECT3"
"BTR1L",9.59870069485466e-18,-0.571524282206556,0.033,0.191,1.71356004804545e-13,"0","BTR1L"
"FRO1.1",1.07628064850276e-17,-0.905621090231592,0.026,0.176,1.92137621370712e-13,"0","FRO1.1"
"Hop2",1.08360229097601e-17,-0.70581996390231,0.024,0.173,1.93444680985037e-13,"0","Hop2"
"AT5G10980",1.11805687408889e-17,-0.154398245352524,0.053,0.233,1.99595513162349e-13,"0","AT5G10980"
"PMM",1.14861675998471e-17,-1.15624954015125,0.019,0.161,2.0505106399247e-13,"0","PMM"
"SAHH2",1.16141387958536e-17,-1.16836014589287,0.022,0.168,2.07335605783579e-13,"0","SAHH2"
"AT1G20220",1.18728452241039e-17,-0.58563477192269,0.021,0.165,2.11954032940702e-13,"0","AT1G20220"
"AT1G09640",1.31268313602973e-17,-0.710553750447897,0.015,0.153,2.34340193444028e-13,"0","AT1G09640"
"RACK1B-AT",1.31723870199523e-17,-1.38841527334696,0.01,0.142,2.35153453080189e-13,"0","RACK1B-AT"
"CBR",1.35866038364034e-17,-0.901152751637299,0.019,0.161,2.42548051687473e-13,"0","CBR"
"AT4G28060",1.53132971028792e-17,-2.00832945319011,0.007,0.133,2.73372979880599e-13,"0","AT4G28060"
"AT5G27120",1.5777691691825e-17,-2.36326099414837,0.005,0.129,2.8166335208246e-13,"0","AT5G27120"
"FD3",1.61255573651502e-17,-2.25974291804644,0.003,0.124,2.87873450082661e-13,"0","FD3"
"ATS9",1.84587269588038e-17,-0.492781236324024,0.026,0.175,3.29525193668565e-13,"0","ATS9"
"AT2G40510",2.00995117721545e-17,-0.412178541136904,0.022,0.167,3.58816484156503e-13,"0","AT2G40510"
"NAP57",2.01119626847737e-17,-1.64454139235975,0.009,0.136,3.5903875784858e-13,"0","NAP57"
"AT4G12600",2.1326363742156e-17,-1.44887425963153,0.014,0.148,3.80718245524969e-13,"0","AT4G12600"
"AT2G40430",2.17408661210299e-17,-1.8591576232756,0.007,0.132,3.88117941992627e-13,"0","AT2G40430"
"ATDAD1",2.29444769820298e-17,-3.07484990289351,0.003,0.123,4.09604803083196e-13,"0","ATDAD1"
"GRF1.1",2.32272457671845e-17,-0.355730920877039,0.034,0.192,4.14652791435778e-13,"0","GRF1.1"
"AT5G06360",2.5968331015564e-17,-1.08036817420445,0.015,0.151,4.63586645289849e-13,"0","AT5G06360"
"AT2G10940",2.79671888161676e-17,2.27445930622948,0.308,0.162,4.99270254746224e-13,"0","AT2G10940"
"FUM1",2.94404805901799e-17,-1.57875046856432,0.009,0.135,5.25571459495891e-13,"0","FUM1"
"STT3A",3.45149651967164e-17,-0.873622323765923,0.012,0.143,6.16161158691782e-13,"0","STT3A"
"HIP1",3.69423924038087e-17,-0.40221475079865,0.031,0.183,6.59495589192792e-13,"0","HIP1"
"AT5G48760",3.82855566503187e-17,-0.927457030194236,0.015,0.15,6.83473757321489e-13,"0","AT5G48760"
"RAN2",4.32863426706654e-17,-0.255247619144692,0.024,0.168,7.72747789356719e-13,"0","RAN2"
"AT2G42490",4.67573398471642e-17,-3.3901817125675,0.003,0.121,8.34712030951574e-13,"0","AT2G42490"
"sks4",4.73763394117586e-17,-1.61802734399027,0.012,0.142,8.45762411178715e-13,"0","sks4"
"EMP1",4.75675247247259e-17,-1.88650927435475,0.005,0.126,8.49175451385807e-13,"0","EMP1"
"DRH1",5.16726311488173e-17,-0.557942548621611,0.033,0.186,9.22459811268686e-13,"0","DRH1"
"AT3G47370",5.68680287583071e-17,-0.537884743479436,0.027,0.175,1.0152080493933e-12,"0","AT3G47370"
"ENODL17",6.03425313344967e-17,-0.927847270463455,0.021,0.16,1.07723486938344e-12,"0","ENODL17"
"LSP1",6.22165540604893e-17,-0.843564202361669,0.021,0.16,1.11068992308785e-12,"0","LSP1"
"AT3G02560",6.26854790992132e-17,-0.466879402770819,0.034,0.189,1.11906117287915e-12,"0","AT3G02560"
"AT5G43960",6.51972906093311e-17,-1.2777792400376,0.007,0.129,1.16390203195778e-12,"0","AT5G43960"
"AT3G28900",6.60222214358142e-17,-0.894818341900413,0.017,0.152,1.17862869707216e-12,"0","AT3G28900"
"MAC3B",6.73388267685497e-17,-2.40564689996179,0.005,0.124,1.20213273547215e-12,"0","MAC3B"
"EMB1467",6.85283495488705e-17,-1.86105488276835,0.005,0.124,1.22336809614644e-12,"0","EMB1467"
"AT1G73940",6.90918450438106e-17,-2.72906153317116,0.003,0.12,1.23342761772211e-12,"0","AT1G73940"
"AT4G36130",8.61311806850883e-17,-0.15598907314878,0.027,0.174,1.5376138375902e-12,"0","AT4G36130"
"CIB22",8.75180359089901e-17,-0.993358209463312,0.014,0.144,1.56237197704729e-12,"0","CIB22"
"AT1G36730",8.89741455378699e-17,-0.28280781455255,0.039,0.198,1.58836644614205e-12,"0","AT1G36730"
"AT5G08060",9.21861500262808e-17,-0.906687974725499,0.017,0.151,1.64570715026916e-12,"0","AT5G08060"
"GLT1",9.52789483906928e-17,-1.31277323539801,0.012,0.139,1.70091978667065e-12,"0","GLT1"
"AGP10",9.87662723348008e-17,-3.35805238751894,0.002,0.115,1.76317549372086e-12,"0","AGP10"
"BTF3",1.00984414828905e-16,-0.241422276711,0.045,0.208,1.80277377352561e-12,"0","BTF3"
"AT4G30010",1.06784548282443e-16,-0.803686559415619,0.019,0.155,1.90631775593818e-12,"0","AT4G30010"
"AT4G40040",1.07895749557307e-16,-0.245506782350208,0.05,0.218,1.92615492109705e-12,"0","AT4G40040"
"SKP1",1.29212873339758e-16,0.146287702971045,0.05,0.218,2.30670821486136e-12,"0","SKP1"
"RBCS3B",1.33991906783931e-16,1.44830805454762,0.432,0.288,2.39202351990673e-12,"0","RBCS3B"
"AT3G10860",1.35102543986201e-16,-0.98418541664154,0.022,0.161,2.41185061524166e-12,"0","AT3G10860"
"AN3",1.39879021270683e-16,-1.80764581718662,0.005,0.122,2.49712028772423e-12,"0","AN3"
"HMGS",1.40184868292227e-16,-1.80809190546351,0.005,0.122,2.50258026875284e-12,"0","HMGS"
"AT5G46430",1.41211063143319e-16,-0.221716708868109,0.034,0.187,2.52089989923454e-12,"0","AT5G46430"
"AT-IE",1.41213498840816e-16,-2.89222952272178,0.003,0.118,2.52094338130624e-12,"0","AT-IE"
"UREG",1.42354552790727e-16,-3.62921614482133,0.002,0.114,2.54131347642006e-12,"0","UREG"
"PHB3",1.5266542888815e-16,-0.248235773943485,0.026,0.168,2.72538323651125e-12,"0","PHB3"
"AT1G11670",1.60885162715001e-16,-1.01692238937168,0.01,0.134,2.8721219247882e-12,"0","AT1G11670"
"HTA9",1.65905024462324e-16,-0.395807837826395,0.034,0.186,2.9617364967014e-12,"0","HTA9"
"CDC48",1.71535643337064e-16,0.22992502166459,0.057,0.231,3.06225430485327e-12,"0","CDC48"
"AT4G18070",1.77435942973373e-16,-1.14865175149786,0.009,0.13,3.16758645396065e-12,"0","AT4G18070"
"AT3G43980",1.79312104048428e-16,-1.3704862239356,0.009,0.13,3.20107968147254e-12,"0","AT3G43980"
"RAN3",1.87511069550287e-16,-0.790357469925953,0.017,0.149,3.34744761361172e-12,"0","RAN3"
"CXIP4",1.96975589137232e-16,-1.32395773949639,0.012,0.137,3.51640821727787e-12,"0","CXIP4"
"XTH19",1.9709138705459e-16,-3.56534609980003,0.003,0.117,3.51847544169854e-12,"0","XTH19"
"EIF4A-2",2.08858658007245e-16,-0.685183837207596,0.022,0.16,3.72854476274534e-12,"0","EIF4A-2"
"AT3G45030",2.16021912394323e-16,-0.659160499935693,0.022,0.16,3.85642318006346e-12,"0","AT3G45030"
"AT5G64130",2.18334660094019e-16,-0.728038027691597,0.024,0.163,3.89771035199843e-12,"0","AT5G64130"
"ISU1",2.28585896181304e-16,-0.375149513198356,0.019,0.152,4.08071541862865e-12,"0","ISU1"
"UBC36",2.29025214158913e-16,-0.553189518905943,0.019,0.152,4.08855812316491e-12,"0","UBC36"
"eIFiso4G1",2.54088077384222e-16,-1.50426269658638,0.009,0.129,4.53598035746313e-12,"0","eIFiso4G1"
"AT5G26360",2.58826516715061e-16,-0.780521386381812,0.014,0.141,4.62057097639726e-12,"0","AT5G26360"
"AT3G46430",2.59644699822883e-16,-0.697734353446412,0.017,0.148,4.63517718123811e-12,"0","AT3G46430"
"AT2G11910",2.66811040774792e-16,-0.936246326285759,0.017,0.148,4.76311069991159e-12,"0","AT2G11910"
"AT1G24360",2.8850597152018e-16,-1.43399986692877,0.012,0.136,5.15040860357825e-12,"0","AT1G24360"
"PAB8",2.91451087788797e-16,-0.684632872394989,0.012,0.136,5.2029848192056e-12,"0","PAB8"
"AGO1",3.49204637941944e-16,-0.102741912489647,0.034,0.183,6.23400119653958e-12,"0","AGO1"
